id,status,page_type,cluster,primary_keyword,title,slug,situation,variables_json,target_tool,pillar_ref,related_refs,outline,last_generated_at,published_at,quality_score,flags,gsc_impressions,gsc_clicks,ctr,avg_position,refresh_reason,route,cta_type,tier,source_page_id
"SEO-0122","idea","cluster","pricing","SEO specialist","How to price freelance design for SEO Specialist","how-to-price-freelance-design-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-design-for-seo-specialist","pricing","expanded","EXP-008"
"SEO-0123","idea","cluster","pricing","UX designer","How to price freelance design for UX Designer","how-to-price-freelance-design-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-design-for-ux-designer","pricing","expanded","EXP-009"
"SEO-0124","idea","cluster","pricing","brand designer","How to price freelance design for Brand Designer","how-to-price-freelance-design-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-design-for-brand-designer","pricing","expanded","EXP-010"
"SEO-0125","idea","cluster","pricing","designer","How to price freelance copywriting for Designer","how-to-price-freelance-copywriting-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-designer","pricing","expanded","EXP-011"
"SEO-0126","idea","cluster","pricing","copywriter","How to price freelance copywriting for Copywriter","how-to-price-freelance-copywriting-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-copywriter","pricing","expanded","EXP-012"
"SEO-0127","idea","cluster","pricing","developer","How to price freelance copywriting for Developer","how-to-price-freelance-copywriting-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-developer","pricing","expanded","EXP-013"
"SEO-0128","idea","cluster","pricing","video editor","How to price freelance copywriting for Video Editor","how-to-price-freelance-copywriting-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-video-editor","pricing","expanded","EXP-014"
"SEO-0129","idea","cluster","pricing","illustrator","How to price freelance copywriting for Illustrator","how-to-price-freelance-copywriting-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-illustrator","pricing","expanded","EXP-015"
"SEO-0130","idea","cluster","pricing","motion designer","How to price freelance copywriting for Motion Designer","how-to-price-freelance-copywriting-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-motion-designer","pricing","expanded","EXP-016"
"SEO-0131","idea","cluster","pricing","marketing consultant","How to price freelance copywriting for Marketing Consultant","how-to-price-freelance-copywriting-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-marketing-consultant","pricing","expanded","EXP-017"
"SEO-0132","idea","cluster","pricing","SEO specialist","How to price freelance copywriting for SEO Specialist","how-to-price-freelance-copywriting-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-seo-specialist","pricing","expanded","EXP-018"
"SEO-0133","idea","cluster","pricing","UX designer","How to price freelance copywriting for UX Designer","how-to-price-freelance-copywriting-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-ux-designer","pricing","expanded","EXP-019"
"SEO-0134","idea","cluster","pricing","brand designer","How to price freelance copywriting for Brand Designer","how-to-price-freelance-copywriting-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-copywriting-for-brand-designer","pricing","expanded","EXP-020"
"SEO-0135","idea","cluster","pricing","designer","How to price freelance web development for Designer","how-to-price-freelance-web-development-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-designer","pricing","expanded","EXP-021"
"SEO-0136","idea","cluster","pricing","copywriter","How to price freelance web development for Copywriter","how-to-price-freelance-web-development-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-copywriter","pricing","expanded","EXP-022"
"SEO-0137","idea","cluster","pricing","developer","How to price freelance web development for Developer","how-to-price-freelance-web-development-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-developer","pricing","expanded","EXP-023"
"SEO-0138","idea","cluster","pricing","video editor","How to price freelance web development for Video Editor","how-to-price-freelance-web-development-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-video-editor","pricing","expanded","EXP-024"
"SEO-0139","idea","cluster","pricing","illustrator","How to price freelance web development for Illustrator","how-to-price-freelance-web-development-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-illustrator","pricing","expanded","EXP-025"
"SEO-0140","idea","cluster","pricing","motion designer","How to price freelance web development for Motion Designer","how-to-price-freelance-web-development-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-motion-designer","pricing","expanded","EXP-026"
"SEO-0141","idea","cluster","pricing","marketing consultant","How to price freelance web development for Marketing Consultant","how-to-price-freelance-web-development-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-marketing-consultant","pricing","expanded","EXP-027"
"SEO-0142","idea","cluster","pricing","SEO specialist","How to price freelance web development for SEO Specialist","how-to-price-freelance-web-development-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-seo-specialist","pricing","expanded","EXP-028"
"SEO-0143","idea","cluster","pricing","UX designer","How to price freelance web development for UX Designer","how-to-price-freelance-web-development-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-ux-designer","pricing","expanded","EXP-029"
"SEO-0144","idea","cluster","pricing","brand designer","How to price freelance web development for Brand Designer","how-to-price-freelance-web-development-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-web-development-for-brand-designer","pricing","expanded","EXP-030"
"SEO-0145","idea","cluster","pricing","designer","How to price freelance video editing for Designer","how-to-price-freelance-video-editing-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-designer","pricing","expanded","EXP-031"
"SEO-0146","idea","cluster","pricing","copywriter","How to price freelance video editing for Copywriter","how-to-price-freelance-video-editing-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-copywriter","pricing","expanded","EXP-032"
"SEO-0147","idea","cluster","pricing","developer","How to price freelance video editing for Developer","how-to-price-freelance-video-editing-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-developer","pricing","expanded","EXP-033"
"SEO-0148","idea","cluster","pricing","video editor","How to price freelance video editing for Video Editor","how-to-price-freelance-video-editing-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-video-editor","pricing","expanded","EXP-034"
"SEO-0149","idea","cluster","pricing","illustrator","How to price freelance video editing for Illustrator","how-to-price-freelance-video-editing-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-illustrator","pricing","expanded","EXP-035"
"SEO-0150","idea","cluster","pricing","motion designer","How to price freelance video editing for Motion Designer","how-to-price-freelance-video-editing-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-motion-designer","pricing","expanded","EXP-036"
"SEO-0151","idea","cluster","pricing","marketing consultant","How to price freelance video editing for Marketing Consultant","how-to-price-freelance-video-editing-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-marketing-consultant","pricing","expanded","EXP-037"
"SEO-0152","idea","cluster","pricing","SEO specialist","How to price freelance video editing for SEO Specialist","how-to-price-freelance-video-editing-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-seo-specialist","pricing","expanded","EXP-038"
"SEO-0153","idea","cluster","pricing","UX designer","How to price freelance video editing for UX Designer","how-to-price-freelance-video-editing-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-ux-designer","pricing","expanded","EXP-039"
"SEO-0154","idea","cluster","pricing","brand designer","How to price freelance video editing for Brand Designer","how-to-price-freelance-video-editing-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-video-editing-for-brand-designer","pricing","expanded","EXP-040"
"SEO-0155","idea","cluster","pricing","designer","How to price freelance illustration for Designer","how-to-price-freelance-illustration-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-designer","pricing","expanded","EXP-041"
"SEO-0156","idea","cluster","pricing","copywriter","How to price freelance illustration for Copywriter","how-to-price-freelance-illustration-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-copywriter","pricing","expanded","EXP-042"
"SEO-0157","idea","cluster","pricing","developer","How to price freelance illustration for Developer","how-to-price-freelance-illustration-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-developer","pricing","expanded","EXP-043"
"SEO-0158","idea","cluster","pricing","video editor","How to price freelance illustration for Video Editor","how-to-price-freelance-illustration-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-video-editor","pricing","expanded","EXP-044"
"SEO-0159","idea","cluster","pricing","illustrator","How to price freelance illustration for Illustrator","how-to-price-freelance-illustration-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-illustrator","pricing","expanded","EXP-045"
"SEO-0160","idea","cluster","pricing","motion designer","How to price freelance illustration for Motion Designer","how-to-price-freelance-illustration-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-motion-designer","pricing","expanded","EXP-046"
"SEO-0161","idea","cluster","pricing","marketing consultant","How to price freelance illustration for Marketing Consultant","how-to-price-freelance-illustration-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-marketing-consultant","pricing","expanded","EXP-047"
"SEO-0162","idea","cluster","pricing","SEO specialist","How to price freelance illustration for SEO Specialist","how-to-price-freelance-illustration-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-seo-specialist","pricing","expanded","EXP-048"
"SEO-0163","idea","cluster","pricing","UX designer","How to price freelance illustration for UX Designer","how-to-price-freelance-illustration-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-ux-designer","pricing","expanded","EXP-049"
"SEO-0164","idea","cluster","pricing","brand designer","How to price freelance illustration for Brand Designer","how-to-price-freelance-illustration-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-illustration-for-brand-designer","pricing","expanded","EXP-050"
"SEO-0165","idea","cluster","pricing","designer","How to price freelance social media for Designer","how-to-price-freelance-social-media-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-designer","pricing","expanded","EXP-051"
"SEO-0166","idea","cluster","pricing","copywriter","How to price freelance social media for Copywriter","how-to-price-freelance-social-media-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-copywriter","pricing","expanded","EXP-052"
"SEO-0167","idea","cluster","pricing","developer","How to price freelance social media for Developer","how-to-price-freelance-social-media-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-developer","pricing","expanded","EXP-053"
"SEO-0168","idea","cluster","pricing","video editor","How to price freelance social media for Video Editor","how-to-price-freelance-social-media-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-video-editor","pricing","expanded","EXP-054"
"SEO-0169","idea","cluster","pricing","illustrator","How to price freelance social media for Illustrator","how-to-price-freelance-social-media-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-illustrator","pricing","expanded","EXP-055"
"SEO-0170","idea","cluster","pricing","motion designer","How to price freelance social media for Motion Designer","how-to-price-freelance-social-media-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-motion-designer","pricing","expanded","EXP-056"
"SEO-0171","idea","cluster","pricing","marketing consultant","How to price freelance social media for Marketing Consultant","how-to-price-freelance-social-media-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-marketing-consultant","pricing","expanded","EXP-057"
"SEO-0172","idea","cluster","pricing","SEO specialist","How to price freelance social media for SEO Specialist","how-to-price-freelance-social-media-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-seo-specialist","pricing","expanded","EXP-058"
"SEO-0173","idea","cluster","pricing","UX designer","How to price freelance social media for UX Designer","how-to-price-freelance-social-media-for-ux-designer","","{""seed"":""UX designer"",""profession"":""UX designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-ux-designer","pricing","expanded","EXP-059"
"SEO-0174","idea","cluster","pricing","brand designer","How to price freelance social media for Brand Designer","how-to-price-freelance-social-media-for-brand-designer","","{""seed"":""brand designer"",""profession"":""brand designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-social-media-for-brand-designer","pricing","expanded","EXP-060"
"SEO-0175","idea","cluster","pricing","designer","How to price freelance marketing consulting for Designer","how-to-price-freelance-marketing-consulting-for-designer","","{""seed"":""designer"",""profession"":""designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-designer","pricing","expanded","EXP-061"
"SEO-0176","idea","cluster","pricing","copywriter","How to price freelance marketing consulting for Copywriter","how-to-price-freelance-marketing-consulting-for-copywriter","","{""seed"":""copywriter"",""profession"":""copywriter"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-copywriter","pricing","expanded","EXP-062"
"SEO-0177","idea","cluster","pricing","developer","How to price freelance marketing consulting for Developer","how-to-price-freelance-marketing-consulting-for-developer","","{""seed"":""developer"",""profession"":""developer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-developer","pricing","expanded","EXP-063"
"SEO-0178","idea","cluster","pricing","video editor","How to price freelance marketing consulting for Video Editor","how-to-price-freelance-marketing-consulting-for-video-editor","","{""seed"":""video editor"",""profession"":""video editor"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-video-editor","pricing","expanded","EXP-064"
"SEO-0179","idea","cluster","pricing","illustrator","How to price freelance marketing consulting for Illustrator","how-to-price-freelance-marketing-consulting-for-illustrator","","{""seed"":""illustrator"",""profession"":""illustrator"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-illustrator","pricing","expanded","EXP-065"
"SEO-0180","idea","cluster","pricing","motion designer","How to price freelance marketing consulting for Motion Designer","how-to-price-freelance-marketing-consulting-for-motion-designer","","{""seed"":""motion designer"",""profession"":""motion designer"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-motion-designer","pricing","expanded","EXP-066"
"SEO-0181","idea","cluster","pricing","marketing consultant","How to price freelance marketing consulting for Marketing Consultant","how-to-price-freelance-marketing-consulting-for-marketing-consultant","","{""seed"":""marketing consultant"",""profession"":""marketing consultant"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-marketing-consultant","pricing","expanded","EXP-067"
"SEO-0182","idea","cluster","pricing","SEO specialist","How to price freelance marketing consulting for SEO Specialist","how-to-price-freelance-marketing-consulting-for-seo-specialist","","{""seed"":""SEO specialist"",""profession"":""SEO specialist"",""expansion_rule"":""EXP-PRICING-SERVICE-PROFESSION""}","freelance-rate-calculator","freelance-pricing-guide","SEO-0021|SEO-0022|SEO-0023|SEO-0024","","","","","","","","","","","/pricing/how-to-price-freelance-marketing-consulting-for-seo-specialist","pricing","expanded","EXP-068"
